center,left,right,steering,throttle,brake,speed
normal\IMG\center_2018_04_20_13_47_58_590.jpg,normal\IMG\left_2018_04_20_13_47_58_590.jpg,normal\IMG\right_2018_04_20_13_47_58_590.jpg,0.0,1.0,0,30.1903
normal\IMG\center_2018_04_20_13_47_58_696.jpg,normal\IMG\left_2018_04_20_13_47_58_696.jpg,normal\IMG\right_2018_04_20_13_47_58_696.jpg,0.0,1.0,0,30.19029
normal\IMG\center_2018_04_20_13_47_58_761.jpg,normal\IMG\left_2018_04_20_13_47_58_761.jpg,normal\IMG\right_2018_04_20_13_47_58_761.jpg,0.0,1.0,0,30.19028
normal\IMG\center_2018_04_20_13_47_58_865.jpg,normal\IMG\left_2018_04_20_13_47_58_865.jpg,normal\IMG\right_2018_04_20_13_47_58_865.jpg,0.0,1.0,0,30.19029
normal\IMG\center_2018_04_20_13_47_58_948.jpg,normal\IMG\left_2018_04_20_13_47_58_948.jpg,normal\IMG\right_2018_04_20_13_47_58_948.jpg,0.0,1.0,0,30.19031
normal\IMG\center_2018_04_20_13_47_59_024.jpg,normal\IMG\left_2018_04_20_13_47_59_024.jpg,normal\IMG\right_2018_04_20_13_47_59_024.jpg,0.0,1.0,0,30.1903
normal\IMG\center_2018_04_20_13_47_59_102.jpg,normal\IMG\left_2018_04_20_13_47_59_102.jpg,normal\IMG\right_2018_04_20_13_47_59_102.jpg,0.0,1.0,0,30.19031
normal\IMG\center_2018_04_20_13_47_59_187.jpg,normal\IMG\left_2018_04_20_13_47_59_187.jpg,normal\IMG\right_2018_04_20_13_47_59_187.jpg,0.0,1.0,0,30.1903
normal\IMG\center_2018_04_20_13_47_59_270.jpg,normal\IMG\left_2018_04_20_13_47_59_270.jpg,normal\IMG\right_2018_04_20_13_47_59_270.jpg,0.0,1.0,0,30.19032
normal\IMG\center_2018_04_20_13_47_59_357.jpg,normal\IMG\left_2018_04_20_13_47_59_357.jpg,normal\IMG\right_2018_04_20_13_47_59_357.jpg,0.0,1.0,0,30.19031
normal\IMG\center_2018_04_20_13_47_59_457.jpg,normal\IMG\left_2018_04_20_13_47_59_457.jpg,normal\IMG\right_2018_04_20_13_47_59_457.jpg,0.0,1.0,0,30.19029
normal\IMG\center_2018_04_20_13_47_59_528.jpg,normal\IMG\left_2018_04_20_13_47_59_528.jpg,normal\IMG\right_2018_04_20_13_47_59_528.jpg,0.0,1.0,0,30.19031
normal\IMG\center_2018_04_20_13_47_59_628.jpg,normal\IMG\left_2018_04_20_13_47_59_628.jpg,normal\IMG\right_2018_04_20_13_47_59_628.jpg,0.0,1.0,0,30.1903
normal\IMG\center_2018_04_20_13_47_59_776.jpg,normal\IMG\left_2018_04_20_13_47_59_776.jpg,normal\IMG\right_2018_04_20_13_47_59_776.jpg,0.0,1.0,0,30.1903
normal\IMG\center_2018_04_20_13_47_59_859.jpg,normal\IMG\left_2018_04_20_13_47_59_859.jpg,normal\IMG\right_2018_04_20_13_47_59_859.jpg,0.0,1.0,0,30.19031
normal\IMG\center_2018_04_20_13_47_59_945.jpg,normal\IMG\left_2018_04_20_13_47_59_945.jpg,normal\IMG\right_2018_04_20_13_47_59_945.jpg,0.0,1.0,0,30.19031
normal\IMG\center_2018_04_20_13_48_00_047.jpg,normal\IMG\left_2018_04_20_13_48_00_047.jpg,normal\IMG\right_2018_04_20_13_48_00_047.jpg,0.0,1.0,0,30.19031
normal\IMG\center_2018_04_20_13_48_00_120.jpg,normal\IMG\left_2018_04_20_13_48_00_120.jpg,normal\IMG\right_2018_04_20_13_48_00_120.jpg,0.0,1.0,0,30.19029
normal\IMG\center_2018_04_20_13_48_00_205.jpg,normal\IMG\left_2018_04_20_13_48_00_205.jpg,normal\IMG\right_2018_04_20_13_48_00_205.jpg,0.0,1.0,0,30.19031
normal\IMG\center_2018_04_20_13_48_00_288.jpg,normal\IMG\left_2018_04_20_13_48_00_288.jpg,normal\IMG\right_2018_04_20_13_48_00_288.jpg,0.0,1.0,0,30.19029
normal\IMG\center_2018_04_20_13_48_00_377.jpg,normal\IMG\left_2018_04_20_13_48_00_377.jpg,normal\IMG\right_2018_04_20_13_48_00_377.jpg,0.0,1.0,0,30.19029
normal\IMG\center_2018_04_20_13_48_00_454.jpg,normal\IMG\left_2018_04_20_13_48_00_454.jpg,normal\IMG\right_2018_04_20_13_48_00_454.jpg,-0.2,1.0,0,30.17986
normal\IMG\center_2018_04_20_13_48_00_541.jpg,normal\IMG\left_2018_04_20_13_48_00_541.jpg,normal\IMG\right_2018_04_20_13_48_00_541.jpg,0.0,1.0,0,30.19011
normal\IMG\center_2018_04_20_13_48_00_651.jpg,normal\IMG\left_2018_04_20_13_48_00_651.jpg,normal\IMG\right_2018_04_20_13_48_00_651.jpg,0.0,1.0,0,30.19027
normal\IMG\center_2018_04_20_13_48_00_819.jpg,normal\IMG\left_2018_04_20_13_48_00_819.jpg,normal\IMG\right_2018_04_20_13_48_00_819.jpg,0.0,1.0,0,30.1903
normal\IMG\center_2018_04_20_13_48_00_902.jpg,normal\IMG\left_2018_04_20_13_48_00_902.jpg,normal\IMG\right_2018_04_20_13_48_00_902.jpg,0.0,1.0,0,30.19029
normal\IMG\center_2018_04_20_13_48_00_988.jpg,normal\IMG\left_2018_04_20_13_48_00_988.jpg,normal\IMG\right_2018_04_20_13_48_00_988.jpg,0.0,1.0,0,30.1903
normal\IMG\center_2018_04_20_13_48_01_065.jpg,normal\IMG\left_2018_04_20_13_48_01_065.jpg,normal\IMG\right_2018_04_20_13_48_01_065.jpg,0.0,1.0,0,30.19029
normal\IMG\center_2018_04_20_13_48_01_147.jpg,normal\IMG\left_2018_04_20_13_48_01_147.jpg,normal\IMG\right_2018_04_20_13_48_01_147.jpg,0.0,1.0,0,30.19029
normal\IMG\center_2018_04_20_13_48_01_254.jpg,normal\IMG\left_2018_04_20_13_48_01_254.jpg,normal\IMG\right_2018_04_20_13_48_01_254.jpg,-0.25,1.0,0,30.17477
normal\IMG\center_2018_04_20_13_48_01_330.jpg,normal\IMG\left_2018_04_20_13_48_01_330.jpg,normal\IMG\right_2018_04_20_13_48_01_330.jpg,-0.45,1.0,0,30.15145
normal\IMG\center_2018_04_20_13_48_01_426.jpg,normal\IMG\left_2018_04_20_13_48_01_426.jpg,normal\IMG\right_2018_04_20_13_48_01_426.jpg,-0.2607549,1.0,0,30.18737
normal\IMG\center_2018_04_20_13_48_01_494.jpg,normal\IMG\left_2018_04_20_13_48_01_494.jpg,normal\IMG\right_2018_04_20_13_48_01_494.jpg,-0.04379251,1.0,0,30.19012
normal\IMG\center_2018_04_20_13_48_01_594.jpg,normal\IMG\left_2018_04_20_13_48_01_594.jpg,normal\IMG\right_2018_04_20_13_48_01_594.jpg,0.0,1.0,0,30.18979
normal\IMG\center_2018_04_20_13_48_01_674.jpg,normal\IMG\left_2018_04_20_13_48_01_674.jpg,normal\IMG\right_2018_04_20_13_48_01_674.jpg,0.0,1.0,0,30.19007
normal\IMG\center_2018_04_20_13_48_01_761.jpg,normal\IMG\left_2018_04_20_13_48_01_761.jpg,normal\IMG\right_2018_04_20_13_48_01_761.jpg,0.0,1.0,0,30.1903
normal\IMG\center_2018_04_20_13_48_01_858.jpg,normal\IMG\left_2018_04_20_13_48_01_858.jpg,normal\IMG\right_2018_04_20_13_48_01_858.jpg,0.0,1.0,0,30.19032
normal\IMG\center_2018_04_20_13_48_01_929.jpg,normal\IMG\left_2018_04_20_13_48_01_929.jpg,normal\IMG\right_2018_04_20_13_48_01_929.jpg,0.0,1.0,0,30.19031
normal\IMG\center_2018_04_20_13_48_02_028.jpg,normal\IMG\left_2018_04_20_13_48_02_028.jpg,normal\IMG\right_2018_04_20_13_48_02_028.jpg,0.0,1.0,0,30.19029
normal\IMG\center_2018_04_20_13_48_02_100.jpg,normal\IMG\left_2018_04_20_13_48_02_100.jpg,normal\IMG\right_2018_04_20_13_48_02_100.jpg,0.0,1.0,0,30.1903
normal\IMG\center_2018_04_20_13_48_02_185.jpg,normal\IMG\left_2018_04_20_13_48_02_185.jpg,normal\IMG\right_2018_04_20_13_48_02_185.jpg,0.0,1.0,0,30.1903
normal\IMG\center_2018_04_20_13_48_02_287.jpg,normal\IMG\left_2018_04_20_13_48_02_287.jpg,normal\IMG\right_2018_04_20_13_48_02_287.jpg,0.0,1.0,0,30.1903
normal\IMG\center_2018_04_20_13_48_02_375.jpg,normal\IMG\left_2018_04_20_13_48_02_375.jpg,normal\IMG\right_2018_04_20_13_48_02_375.jpg,0.0,1.0,0,30.19028
normal\IMG\center_2018_04_20_13_48_02_529.jpg,normal\IMG\left_2018_04_20_13_48_02_529.jpg,normal\IMG\right_2018_04_20_13_48_02_529.jpg,0.0,1.0,0,30.19028
normal\IMG\center_2018_04_20_13_48_02_635.jpg,normal\IMG\left_2018_04_20_13_48_02_635.jpg,normal\IMG\right_2018_04_20_13_48_02_635.jpg,0.0,1.0,0,30.1903
normal\IMG\center_2018_04_20_13_48_02_710.jpg,normal\IMG\left_2018_04_20_13_48_02_710.jpg,normal\IMG\right_2018_04_20_13_48_02_710.jpg,0.0,1.0,0,30.1903
normal\IMG\center_2018_04_20_13_48_02_794.jpg,normal\IMG\left_2018_04_20_13_48_02_794.jpg,normal\IMG\right_2018_04_20_13_48_02_794.jpg,0.0,1.0,0,30.1903
normal\IMG\center_2018_04_20_13_48_02_885.jpg,normal\IMG\left_2018_04_20_13_48_02_885.jpg,normal\IMG\right_2018_04_20_13_48_02_885.jpg,0.0,1.0,0,30.1903
normal\IMG\center_2018_04_20_13_48_02_995.jpg,normal\IMG\left_2018_04_20_13_48_02_995.jpg,normal\IMG\right_2018_04_20_13_48_02_995.jpg,0.0,1.0,0,30.19031
normal\IMG\center_2018_04_20_13_48_03_074.jpg,normal\IMG\left_2018_04_20_13_48_03_074.jpg,normal\IMG\right_2018_04_20_13_48_03_074.jpg,0.0,1.0,0,30.19031
normal\IMG\center_2018_04_20_13_48_03_158.jpg,normal\IMG\left_2018_04_20_13_48_03_158.jpg,normal\IMG\right_2018_04_20_13_48_03_158.jpg,0.0,1.0,0,30.19031
normal\IMG\center_2018_04_20_13_48_03_267.jpg,normal\IMG\left_2018_04_20_13_48_03_267.jpg,normal\IMG\right_2018_04_20_13_48_03_267.jpg,0.0,1.0,0,30.1903
normal\IMG\center_2018_04_20_13_48_03_358.jpg,normal\IMG\left_2018_04_20_13_48_03_358.jpg,normal\IMG\right_2018_04_20_13_48_03_358.jpg,0.0,1.0,0,30.1903
normal\IMG\center_2018_04_20_13_48_03_453.jpg,normal\IMG\left_2018_04_20_13_48_03_453.jpg,normal\IMG\right_2018_04_20_13_48_03_453.jpg,0.0,1.0,0,30.1903
normal\IMG\center_2018_04_20_13_48_03_529.jpg,normal\IMG\left_2018_04_20_13_48_03_529.jpg,normal\IMG\right_2018_04_20_13_48_03_529.jpg,0.0,1.0,0,30.19029
normal\IMG\center_2018_04_20_13_48_03_632.jpg,normal\IMG\left_2018_04_20_13_48_03_632.jpg,normal\IMG\right_2018_04_20_13_48_03_632.jpg,0.0,1.0,0,30.1903
normal\IMG\center_2018_04_20_13_48_03_721.jpg,normal\IMG\left_2018_04_20_13_48_03_721.jpg,normal\IMG\right_2018_04_20_13_48_03_721.jpg,0.0,1.0,0,30.19031
normal\IMG\center_2018_04_20_13_48_03_810.jpg,normal\IMG\left_2018_04_20_13_48_03_810.jpg,normal\IMG\right_2018_04_20_13_48_03_810.jpg,0.0,1.0,0,30.19029
normal\IMG\center_2018_04_20_13_48_03_907.jpg,normal\IMG\left_2018_04_20_13_48_03_907.jpg,normal\IMG\right_2018_04_20_13_48_03_907.jpg,0.0,1.0,0,30.19029
normal\IMG\center_2018_04_20_13_48_03_993.jpg,normal\IMG\left_2018_04_20_13_48_03_993.jpg,normal\IMG\right_2018_04_20_13_48_03_993.jpg,0.0,1.0,0,30.19029
normal\IMG\center_2018_04_20_13_48_04_106.jpg,normal\IMG\left_2018_04_20_13_48_04_106.jpg,normal\IMG\right_2018_04_20_13_48_04_106.jpg,0.0,1.0,0,30.19029
normal\IMG\center_2018_04_20_13_48_04_189.jpg,normal\IMG\left_2018_04_20_13_48_04_189.jpg,normal\IMG\right_2018_04_20_13_48_04_189.jpg,0.0,1.0,0,30.19029
normal\IMG\center_2018_04_20_13_48_04_285.jpg,normal\IMG\left_2018_04_20_13_48_04_285.jpg,normal\IMG\right_2018_04_20_13_48_04_285.jpg,0.0,1.0,0,30.19023
normal\IMG\center_2018_04_20_13_48_04_382.jpg,normal\IMG\left_2018_04_20_13_48_04_382.jpg,normal\IMG\right_2018_04_20_13_48_04_382.jpg,0.0,1.0,0,30.1903
normal\IMG\center_2018_04_20_13_48_04_478.jpg,normal\IMG\left_2018_04_20_13_48_04_478.jpg,normal\IMG\right_2018_04_20_13_48_04_478.jpg,0.0,1.0,0,30.19031
normal\IMG\center_2018_04_20_13_48_04_573.jpg,normal\IMG\left_2018_04_20_13_48_04_573.jpg,normal\IMG\right_2018_04_20_13_48_04_573.jpg,-0.25,1.0,0,30.17477
normal\IMG\center_2018_04_20_13_48_04_683.jpg,normal\IMG\left_2018_04_20_13_48_04_683.jpg,normal\IMG\right_2018_04_20_13_48_04_683.jpg,0.0,1.0,0,30.19015
normal\IMG\center_2018_04_20_13_48_04_771.jpg,normal\IMG\left_2018_04_20_13_48_04_771.jpg,normal\IMG\right_2018_04_20_13_48_04_771.jpg,0.0,1.0,0,30.19027
normal\IMG\center_2018_04_20_13_48_04_869.jpg,normal\IMG\left_2018_04_20_13_48_04_869.jpg,normal\IMG\right_2018_04_20_13_48_04_869.jpg,0.0,1.0,0,30.1903
normal\IMG\center_2018_04_20_13_48_04_969.jpg,normal\IMG\left_2018_04_20_13_48_04_969.jpg,normal\IMG\right_2018_04_20_13_48_04_969.jpg,0.0,1.0,0,30.1903
normal\IMG\center_2018_04_20_13_48_05_069.jpg,normal\IMG\left_2018_04_20_13_48_05_069.jpg,normal\IMG\right_2018_04_20_13_48_05_069.jpg,0.0,1.0,0,30.19029
normal\IMG\center_2018_04_20_13_48_05_155.jpg,normal\IMG\left_2018_04_20_13_48_05_155.jpg,normal\IMG\right_2018_04_20_13_48_05_155.jpg,0.0,1.0,0,30.1903
normal\IMG\center_2018_04_20_13_48_05_258.jpg,normal\IMG\left_2018_04_20_13_48_05_258.jpg,normal\IMG\right_2018_04_20_13_48_05_258.jpg,0.0,1.0,0,30.19029
normal\IMG\center_2018_04_20_13_48_05_357.jpg,normal\IMG\left_2018_04_20_13_48_05_357.jpg,normal\IMG\right_2018_04_20_13_48_05_357.jpg,0.0,1.0,0,30.19029
normal\IMG\center_2018_04_20_13_48_05_456.jpg,normal\IMG\left_2018_04_20_13_48_05_456.jpg,normal\IMG\right_2018_04_20_13_48_05_456.jpg,-0.25,1.0,0,30.17475
normal\IMG\center_2018_04_20_13_48_05_559.jpg,normal\IMG\left_2018_04_20_13_48_05_559.jpg,normal\IMG\right_2018_04_20_13_48_05_559.jpg,-0.5000001000000001,1.0,0,30.14536
normal\IMG\center_2018_04_20_13_48_05_666.jpg,normal\IMG\left_2018_04_20_13_48_05_666.jpg,normal\IMG\right_2018_04_20_13_48_05_666.jpg,-0.286577,1.0,0,30.18786
normal\IMG\center_2018_04_20_13_48_05_908.jpg,normal\IMG\left_2018_04_20_13_48_05_908.jpg,normal\IMG\right_2018_04_20_13_48_05_908.jpg,0.0,1.0,0,30.19027
normal\IMG\center_2018_04_20_13_48_06_065.jpg,normal\IMG\left_2018_04_20_13_48_06_065.jpg,normal\IMG\right_2018_04_20_13_48_06_065.jpg,0.0,1.0,0,30.1903
normal\IMG\center_2018_04_20_13_48_06_153.jpg,normal\IMG\left_2018_04_20_13_48_06_153.jpg,normal\IMG\right_2018_04_20_13_48_06_153.jpg,0.0,1.0,0,30.19029
normal\IMG\center_2018_04_20_13_48_06_249.jpg,normal\IMG\left_2018_04_20_13_48_06_249.jpg,normal\IMG\right_2018_04_20_13_48_06_249.jpg,0.0,1.0,0,30.1903
normal\IMG\center_2018_04_20_13_48_06_334.jpg,normal\IMG\left_2018_04_20_13_48_06_334.jpg,normal\IMG\right_2018_04_20_13_48_06_334.jpg,0.0,1.0,0,30.1903
normal\IMG\center_2018_04_20_13_48_06_437.jpg,normal\IMG\left_2018_04_20_13_48_06_437.jpg,normal\IMG\right_2018_04_20_13_48_06_437.jpg,0.0,1.0,0,30.19031
normal\IMG\center_2018_04_20_13_48_06_520.jpg,normal\IMG\left_2018_04_20_13_48_06_520.jpg,normal\IMG\right_2018_04_20_13_48_06_520.jpg,0.0,1.0,0,30.19111
normal\IMG\center_2018_04_20_13_48_06_611.jpg,normal\IMG\left_2018_04_20_13_48_06_611.jpg,normal\IMG\right_2018_04_20_13_48_06_611.jpg,0.0,1.0,0,30.18991
normal\IMG\center_2018_04_20_13_48_06_704.jpg,normal\IMG\left_2018_04_20_13_48_06_704.jpg,normal\IMG\right_2018_04_20_13_48_06_704.jpg,0.0,1.0,0,30.19054
normal\IMG\center_2018_04_20_13_48_06_812.jpg,normal\IMG\left_2018_04_20_13_48_06_812.jpg,normal\IMG\right_2018_04_20_13_48_06_812.jpg,0.25,1.0,0,30.17445
normal\IMG\center_2018_04_20_13_48_06_911.jpg,normal\IMG\left_2018_04_20_13_48_06_911.jpg,normal\IMG\right_2018_04_20_13_48_06_911.jpg,0.02920271,1.0,0,30.18993
normal\IMG\center_2018_04_20_13_48_06_994.jpg,normal\IMG\left_2018_04_20_13_48_06_994.jpg,normal\IMG\right_2018_04_20_13_48_06_994.jpg,0.0,1.0,0,30.18983
normal\IMG\center_2018_04_20_13_48_07_091.jpg,normal\IMG\left_2018_04_20_13_48_07_091.jpg,normal\IMG\right_2018_04_20_13_48_07_091.jpg,0.0,1.0,0,30.19008
normal\IMG\center_2018_04_20_13_48_07_179.jpg,normal\IMG\left_2018_04_20_13_48_07_179.jpg,normal\IMG\right_2018_04_20_13_48_07_179.jpg,0.0,1.0,0,30.190140000000003
normal\IMG\center_2018_04_20_13_48_07_291.jpg,normal\IMG\left_2018_04_20_13_48_07_291.jpg,normal\IMG\right_2018_04_20_13_48_07_291.jpg,0.0,1.0,0,30.190490000000004
normal\IMG\center_2018_04_20_13_48_07_380.jpg,normal\IMG\left_2018_04_20_13_48_07_380.jpg,normal\IMG\right_2018_04_20_13_48_07_380.jpg,0.0,1.0,0,30.19024000000001
normal\IMG\center_2018_04_20_13_48_07_478.jpg,normal\IMG\left_2018_04_20_13_48_07_478.jpg,normal\IMG\right_2018_04_20_13_48_07_478.jpg,0.0,1.0,0,30.19018
normal\IMG\center_2018_04_20_13_48_07_588.jpg,normal\IMG\left_2018_04_20_13_48_07_588.jpg,normal\IMG\right_2018_04_20_13_48_07_588.jpg,0.0,1.0,0,30.1902
normal\IMG\center_2018_04_20_13_48_07_672.jpg,normal\IMG\left_2018_04_20_13_48_07_672.jpg,normal\IMG\right_2018_04_20_13_48_07_672.jpg,0.0,1.0,0,30.19018
normal\IMG\center_2018_04_20_13_48_07_771.jpg,normal\IMG\left_2018_04_20_13_48_07_771.jpg,normal\IMG\right_2018_04_20_13_48_07_771.jpg,0.25,1.0,0,30.17507
normal\IMG\center_2018_04_20_13_48_07_859.jpg,normal\IMG\left_2018_04_20_13_48_07_859.jpg,normal\IMG\right_2018_04_20_13_48_07_859.jpg,0.03229976,1.0,0,30.19054
normal\IMG\center_2018_04_20_13_48_07_956.jpg,normal\IMG\left_2018_04_20_13_48_07_956.jpg,normal\IMG\right_2018_04_20_13_48_07_956.jpg,0.0,1.0,0,30.19018
normal\IMG\center_2018_04_20_13_48_08_057.jpg,normal\IMG\left_2018_04_20_13_48_08_057.jpg,normal\IMG\right_2018_04_20_13_48_08_057.jpg,0.0,1.0,0,30.19032
normal\IMG\center_2018_04_20_13_48_08_147.jpg,normal\IMG\left_2018_04_20_13_48_08_147.jpg,normal\IMG\right_2018_04_20_13_48_08_147.jpg,0.0,1.0,0,30.19035
normal\IMG\center_2018_04_20_13_48_08_271.jpg,normal\IMG\left_2018_04_20_13_48_08_271.jpg,normal\IMG\right_2018_04_20_13_48_08_271.jpg,0.0,1.0,0,30.19035
normal\IMG\center_2018_04_20_13_48_08_352.jpg,normal\IMG\left_2018_04_20_13_48_08_352.jpg,normal\IMG\right_2018_04_20_13_48_08_352.jpg,0.0,1.0,0,30.19033
normal\IMG\center_2018_04_20_13_48_08_459.jpg,normal\IMG\left_2018_04_20_13_48_08_459.jpg,normal\IMG\right_2018_04_20_13_48_08_459.jpg,0.0,1.0,0,30.19046
normal\IMG\center_2018_04_20_13_48_08_565.jpg,normal\IMG\left_2018_04_20_13_48_08_565.jpg,normal\IMG\right_2018_04_20_13_48_08_565.jpg,0.0,1.0,0,30.19045
normal\IMG\center_2018_04_20_13_48_08_645.jpg,normal\IMG\left_2018_04_20_13_48_08_645.jpg,normal\IMG\right_2018_04_20_13_48_08_645.jpg,0.0,1.0,0,30.18979
normal\IMG\center_2018_04_20_13_48_08_761.jpg,normal\IMG\left_2018_04_20_13_48_08_761.jpg,normal\IMG\right_2018_04_20_13_48_08_761.jpg,0.0,1.0,0,30.19057
normal\IMG\center_2018_04_20_13_48_08_852.jpg,normal\IMG\left_2018_04_20_13_48_08_852.jpg,normal\IMG\right_2018_04_20_13_48_08_852.jpg,0.0,1.0,0,30.19051
normal\IMG\center_2018_04_20_13_48_08_951.jpg,normal\IMG\left_2018_04_20_13_48_08_951.jpg,normal\IMG\right_2018_04_20_13_48_08_951.jpg,0.0,1.0,0,30.1905
normal\IMG\center_2018_04_20_13_48_09_045.jpg,normal\IMG\left_2018_04_20_13_48_09_045.jpg,normal\IMG\right_2018_04_20_13_48_09_045.jpg,0.0,1.0,0,30.1905
normal\IMG\center_2018_04_20_13_48_09_146.jpg,normal\IMG\left_2018_04_20_13_48_09_146.jpg,normal\IMG\right_2018_04_20_13_48_09_146.jpg,0.0,1.0,0,30.19051
normal\IMG\center_2018_04_20_13_48_09_265.jpg,normal\IMG\left_2018_04_20_13_48_09_265.jpg,normal\IMG\right_2018_04_20_13_48_09_265.jpg,0.0,1.0,0,30.19053
normal\IMG\center_2018_04_20_13_48_09_353.jpg,normal\IMG\left_2018_04_20_13_48_09_353.jpg,normal\IMG\right_2018_04_20_13_48_09_353.jpg,0.0,1.0,0,30.1905
normal\IMG\center_2018_04_20_13_48_09_449.jpg,normal\IMG\left_2018_04_20_13_48_09_449.jpg,normal\IMG\right_2018_04_20_13_48_09_449.jpg,0.0,1.0,0,30.19051
normal\IMG\center_2018_04_20_13_48_09_569.jpg,normal\IMG\left_2018_04_20_13_48_09_569.jpg,normal\IMG\right_2018_04_20_13_48_09_569.jpg,0.0,1.0,0,30.19081
normal\IMG\center_2018_04_20_13_48_09_662.jpg,normal\IMG\left_2018_04_20_13_48_09_662.jpg,normal\IMG\right_2018_04_20_13_48_09_662.jpg,0.0,1.0,0,30.19023
normal\IMG\center_2018_04_20_13_48_09_763.jpg,normal\IMG\left_2018_04_20_13_48_09_763.jpg,normal\IMG\right_2018_04_20_13_48_09_763.jpg,0.0,1.0,0,30.19073
normal\IMG\center_2018_04_20_13_48_09_886.jpg,normal\IMG\left_2018_04_20_13_48_09_886.jpg,normal\IMG\right_2018_04_20_13_48_09_886.jpg,-0.3,1.0,0,30.16901
normal\IMG\center_2018_04_20_13_48_09_965.jpg,normal\IMG\left_2018_04_20_13_48_09_965.jpg,normal\IMG\right_2018_04_20_13_48_09_965.jpg,-0.1098264,1.0,0,30.19042
normal\IMG\center_2018_04_20_13_48_10_067.jpg,normal\IMG\left_2018_04_20_13_48_10_067.jpg,normal\IMG\right_2018_04_20_13_48_10_067.jpg,0.0,1.0,0,30.1902
normal\IMG\center_2018_04_20_13_48_10_196.jpg,normal\IMG\left_2018_04_20_13_48_10_196.jpg,normal\IMG\right_2018_04_20_13_48_10_196.jpg,0.0,1.0,0,30.19031
normal\IMG\center_2018_04_20_13_48_10_292.jpg,normal\IMG\left_2018_04_20_13_48_10_292.jpg,normal\IMG\right_2018_04_20_13_48_10_292.jpg,0.0,1.0,0,30.1903
normal\IMG\center_2018_04_20_13_48_10_382.jpg,normal\IMG\left_2018_04_20_13_48_10_382.jpg,normal\IMG\right_2018_04_20_13_48_10_382.jpg,0.0,1.0,0,30.19032
normal\IMG\center_2018_04_20_13_48_10_478.jpg,normal\IMG\left_2018_04_20_13_48_10_478.jpg,normal\IMG\right_2018_04_20_13_48_10_478.jpg,0.0,1.0,0,30.19029
normal\IMG\center_2018_04_20_13_48_10_596.jpg,normal\IMG\left_2018_04_20_13_48_10_596.jpg,normal\IMG\right_2018_04_20_13_48_10_596.jpg,0.0,1.0,0,30.19029
normal\IMG\center_2018_04_20_13_48_10_682.jpg,normal\IMG\left_2018_04_20_13_48_10_682.jpg,normal\IMG\right_2018_04_20_13_48_10_682.jpg,0.0,1.0,0,30.19029
normal\IMG\center_2018_04_20_13_48_10_789.jpg,normal\IMG\left_2018_04_20_13_48_10_789.jpg,normal\IMG\right_2018_04_20_13_48_10_789.jpg,0.0,1.0,0,30.19028
normal\IMG\center_2018_04_20_13_48_10_899.jpg,normal\IMG\left_2018_04_20_13_48_10_899.jpg,normal\IMG\right_2018_04_20_13_48_10_899.jpg,0.0,1.0,0,30.19031
normal\IMG\center_2018_04_20_13_48_11_002.jpg,normal\IMG\left_2018_04_20_13_48_11_002.jpg,normal\IMG\right_2018_04_20_13_48_11_002.jpg,0.0,1.0,0,30.19031
normal\IMG\center_2018_04_20_13_48_11_092.jpg,normal\IMG\left_2018_04_20_13_48_11_092.jpg,normal\IMG\right_2018_04_20_13_48_11_092.jpg,0.0,1.0,0,30.19029
normal\IMG\center_2018_04_20_13_48_11_206.jpg,normal\IMG\left_2018_04_20_13_48_11_206.jpg,normal\IMG\right_2018_04_20_13_48_11_206.jpg,0.0,1.0,0,30.19029
normal\IMG\center_2018_04_20_13_48_11_307.jpg,normal\IMG\left_2018_04_20_13_48_11_307.jpg,normal\IMG\right_2018_04_20_13_48_11_307.jpg,0.0,1.0,0,30.19032
normal\IMG\center_2018_04_20_13_48_11_409.jpg,normal\IMG\left_2018_04_20_13_48_11_409.jpg,normal\IMG\right_2018_04_20_13_48_11_409.jpg,-0.25,1.0,0,30.17476
normal\IMG\center_2018_04_20_13_48_11_511.jpg,normal\IMG\left_2018_04_20_13_48_11_511.jpg,normal\IMG\right_2018_04_20_13_48_11_511.jpg,0.0,1.0,0,30.18996
normal\IMG\center_2018_04_20_13_48_11_613.jpg,normal\IMG\left_2018_04_20_13_48_11_613.jpg,normal\IMG\right_2018_04_20_13_48_11_613.jpg,0.0,1.0,0,30.19024000000001
normal\IMG\center_2018_04_20_13_48_11_704.jpg,normal\IMG\left_2018_04_20_13_48_11_704.jpg,normal\IMG\right_2018_04_20_13_48_11_704.jpg,0.0,1.0,0,30.19029
normal\IMG\center_2018_04_20_13_48_11_808.jpg,normal\IMG\left_2018_04_20_13_48_11_808.jpg,normal\IMG\right_2018_04_20_13_48_11_808.jpg,0.0,1.0,0,30.19031
normal\IMG\center_2018_04_20_13_48_11_914.jpg,normal\IMG\left_2018_04_20_13_48_11_914.jpg,normal\IMG\right_2018_04_20_13_48_11_914.jpg,0.0,1.0,0,30.19033
normal\IMG\center_2018_04_20_13_48_12_014.jpg,normal\IMG\left_2018_04_20_13_48_12_014.jpg,normal\IMG\right_2018_04_20_13_48_12_014.jpg,0.0,1.0,0,30.19028
normal\IMG\center_2018_04_20_13_48_12_118.jpg,normal\IMG\left_2018_04_20_13_48_12_118.jpg,normal\IMG\right_2018_04_20_13_48_12_118.jpg,0.0,1.0,0,30.19031
