center,left,right,speed,steering,throttle,brake
recovery\IMG\center_2018_04_19_20_38_07_520.jpg,recovery\IMG\left_2018_04_19_20_38_07_520.jpg,recovery\IMG\right_2018_04_19_20_38_07_520.jpg,19.55224,0,0.02641355,0
recovery\IMG\center_2018_04_19_20_38_07_599.jpg,recovery\IMG\left_2018_04_19_20_38_07_599.jpg,recovery\IMG\right_2018_04_19_20_38_07_599.jpg,19.38177,0,0,0
recovery\IMG\center_2018_04_19_20_38_07_686.jpg,recovery\IMG\left_2018_04_19_20_38_07_686.jpg,recovery\IMG\right_2018_04_19_20_38_07_686.jpg,19.53862,0,0,0
recovery\IMG\center_2018_04_19_20_38_07_778.jpg,recovery\IMG\left_2018_04_19_20_38_07_778.jpg,recovery\IMG\right_2018_04_19_20_38_07_778.jpg,19.3947,0,0,0
recovery\IMG\center_2018_04_19_20_38_07_873.jpg,recovery\IMG\left_2018_04_19_20_38_07_873.jpg,recovery\IMG\right_2018_04_19_20_38_07_873.jpg,18.77674,0,0,0
recovery\IMG\center_2018_04_19_20_38_07_991.jpg,recovery\IMG\left_2018_04_19_20_38_07_991.jpg,recovery\IMG\right_2018_04_19_20_38_07_991.jpg,18.5274,0,0,0
recovery\IMG\center_2018_04_19_20_38_08_061.jpg,recovery\IMG\left_2018_04_19_20_38_08_061.jpg,recovery\IMG\right_2018_04_19_20_38_08_061.jpg,18.89128,0,0,0
recovery\IMG\center_2018_04_19_20_38_08_155.jpg,recovery\IMG\left_2018_04_19_20_38_08_155.jpg,recovery\IMG\right_2018_04_19_20_38_08_155.jpg,18.21277,0,0,0
recovery\IMG\center_2018_04_19_20_38_08_251.jpg,recovery\IMG\left_2018_04_19_20_38_08_251.jpg,recovery\IMG\right_2018_04_19_20_38_08_251.jpg,18.48824,0.25,0,0
recovery\IMG\center_2018_04_19_20_38_08_342.jpg,recovery\IMG\left_2018_04_19_20_38_08_342.jpg,recovery\IMG\right_2018_04_19_20_38_08_342.jpg,18.34861,0.01312982,0,0
recovery\IMG\center_2018_04_19_20_38_08_437.jpg,recovery\IMG\left_2018_04_19_20_38_08_437.jpg,recovery\IMG\right_2018_04_19_20_38_08_437.jpg,17.65328,0,0,0
recovery\IMG\center_2018_04_19_20_38_08_533.jpg,recovery\IMG\left_2018_04_19_20_38_08_533.jpg,recovery\IMG\right_2018_04_19_20_38_08_533.jpg,17.98851,0,0,0
recovery\IMG\center_2018_04_19_20_38_08_624.jpg,recovery\IMG\left_2018_04_19_20_38_08_624.jpg,recovery\IMG\right_2018_04_19_20_38_08_624.jpg,17.2864,0,0,0
recovery\IMG\center_2018_04_19_20_38_08_725.jpg,recovery\IMG\left_2018_04_19_20_38_08_725.jpg,recovery\IMG\right_2018_04_19_20_38_08_725.jpg,17.63633,0,0,0
recovery\IMG\center_2018_04_19_20_38_39_846.jpg,recovery\IMG\left_2018_04_19_20_38_39_846.jpg,recovery\IMG\right_2018_04_19_20_38_39_846.jpg,3.24539,0,0,0
recovery\IMG\center_2018_04_19_20_38_39_949.jpg,recovery\IMG\left_2018_04_19_20_38_39_949.jpg,recovery\IMG\right_2018_04_19_20_38_39_949.jpg,3.201133,0,0,0
recovery\IMG\center_2018_04_19_20_38_40_058.jpg,recovery\IMG\left_2018_04_19_20_38_40_058.jpg,recovery\IMG\right_2018_04_19_20_38_40_058.jpg,3.164666,0,0,0
recovery\IMG\center_2018_04_19_20_38_40_161.jpg,recovery\IMG\left_2018_04_19_20_38_40_161.jpg,recovery\IMG\right_2018_04_19_20_38_40_161.jpg,3.12239,-0.25,0,0
recovery\IMG\center_2018_04_19_20_38_40_264.jpg,recovery\IMG\left_2018_04_19_20_38_40_264.jpg,recovery\IMG\right_2018_04_19_20_38_40_264.jpg,3.427132,-0.5000001,0.3113728,0
recovery\IMG\center_2018_04_19_20_38_40_369.jpg,recovery\IMG\left_2018_04_19_20_38_40_369.jpg,recovery\IMG\right_2018_04_19_20_38_40_369.jpg,4.239349,-0.8000001,0.625622,0
recovery\IMG\center_2018_04_19_20_38_40_475.jpg,recovery\IMG\left_2018_04_19_20_38_40_475.jpg,recovery\IMG\right_2018_04_19_20_38_40_475.jpg,5.236668,-1,0.9450081,0
recovery\IMG\center_2018_04_19_20_38_40_580.jpg,recovery\IMG\left_2018_04_19_20_38_40_580.jpg,recovery\IMG\right_2018_04_19_20_38_40_580.jpg,6.32566,-1,1,0
recovery\IMG\center_2018_04_19_20_38_40_688.jpg,recovery\IMG\left_2018_04_19_20_38_40_688.jpg,recovery\IMG\right_2018_04_19_20_38_40_688.jpg,7.630595,-1,1,0
recovery\IMG\center_2018_04_19_20_38_40_794.jpg,recovery\IMG\left_2018_04_19_20_38_40_794.jpg,recovery\IMG\right_2018_04_19_20_38_40_794.jpg,8.706991,-1,1,0
recovery\IMG\center_2018_04_19_20_38_40_897.jpg,recovery\IMG\left_2018_04_19_20_38_40_897.jpg,recovery\IMG\right_2018_04_19_20_38_40_897.jpg,9.773064,-1,1,0
recovery\IMG\center_2018_04_19_20_38_41_011.jpg,recovery\IMG\left_2018_04_19_20_38_41_011.jpg,recovery\IMG\right_2018_04_19_20_38_41_011.jpg,11.03886,-1,1,0
recovery\IMG\center_2018_04_19_20_38_41_124.jpg,recovery\IMG\left_2018_04_19_20_38_41_124.jpg,recovery\IMG\right_2018_04_19_20_38_41_124.jpg,11.67557,-0.655051,0.6550509,0
recovery\IMG\center_2018_04_19_20_38_41_237.jpg,recovery\IMG\left_2018_04_19_20_38_41_237.jpg,recovery\IMG\right_2018_04_19_20_38_41_237.jpg,12.35153,-0.3471254,0.3471254,0
recovery\IMG\center_2018_04_19_20_38_41_332.jpg,recovery\IMG\left_2018_04_19_20_38_41_332.jpg,recovery\IMG\right_2018_04_19_20_38_41_332.jpg,11.74569,-0.05806972,0.05806972,0
recovery\IMG\center_2018_04_19_20_38_41_429.jpg,recovery\IMG\left_2018_04_19_20_38_41_429.jpg,recovery\IMG\right_2018_04_19_20_38_41_429.jpg,12.16617,0,0,0
recovery\IMG\center_2018_04_19_20_38_41_535.jpg,recovery\IMG\left_2018_04_19_20_38_41_535.jpg,recovery\IMG\right_2018_04_19_20_38_41_535.jpg,11.58414,0,0,0
recovery\IMG\center_2018_04_19_20_38_41_624.jpg,recovery\IMG\left_2018_04_19_20_38_41_624.jpg,recovery\IMG\right_2018_04_19_20_38_41_624.jpg,11.91148,0,0,0
recovery\IMG\center_2018_04_19_20_38_41_707.jpg,recovery\IMG\left_2018_04_19_20_38_41_707.jpg,recovery\IMG\right_2018_04_19_20_38_41_707.jpg,11.72939,0,0,0
recovery\IMG\center_2018_04_19_20_38_41_817.jpg,recovery\IMG\left_2018_04_19_20_38_41_817.jpg,recovery\IMG\right_2018_04_19_20_38_41_817.jpg,11.61291,0,0,0
recovery\IMG\center_2018_04_19_20_38_41_913.jpg,recovery\IMG\left_2018_04_19_20_38_41_913.jpg,recovery\IMG\right_2018_04_19_20_38_41_913.jpg,11.35337,0,0.2927507,0
recovery\IMG\center_2018_04_19_20_38_42_011.jpg,recovery\IMG\left_2018_04_19_20_38_42_011.jpg,recovery\IMG\right_2018_04_19_20_38_42_011.jpg,12.2943,0,0.585586,0
recovery\IMG\center_2018_04_19_20_38_42_108.jpg,recovery\IMG\left_2018_04_19_20_38_42_108.jpg,recovery\IMG\right_2018_04_19_20_38_42_108.jpg,13.095,0,0.8717486,0
recovery\IMG\center_2018_04_19_20_38_42_193.jpg,recovery\IMG\left_2018_04_19_20_38_42_193.jpg,recovery\IMG\right_2018_04_19_20_38_42_193.jpg,14.19211,0,1,0
recovery\IMG\center_2018_04_19_20_38_42_292.jpg,recovery\IMG\left_2018_04_19_20_38_42_292.jpg,recovery\IMG\right_2018_04_19_20_38_42_292.jpg,15.18289,0,1,0
recovery\IMG\center_2018_04_19_20_38_42_414.jpg,recovery\IMG\left_2018_04_19_20_38_42_414.jpg,recovery\IMG\right_2018_04_19_20_38_42_414.jpg,16.4688,0,1,0
recovery\IMG\center_2018_04_19_20_38_42_490.jpg,recovery\IMG\left_2018_04_19_20_38_42_490.jpg,recovery\IMG\right_2018_04_19_20_38_42_490.jpg,17.3211,0,1,0
recovery\IMG\center_2018_04_19_20_38_42_601.jpg,recovery\IMG\left_2018_04_19_20_38_42_601.jpg,recovery\IMG\right_2018_04_19_20_38_42_601.jpg,18.35561,-0.25,1,0
recovery\IMG\center_2018_04_19_20_38_42_691.jpg,recovery\IMG\left_2018_04_19_20_38_42_691.jpg,recovery\IMG\right_2018_04_19_20_38_42_691.jpg,19.09405,-0.05922137,0.7288647,0
recovery\IMG\center_2018_04_19_20_38_42_792.jpg,recovery\IMG\left_2018_04_19_20_38_42_792.jpg,recovery\IMG\right_2018_04_19_20_38_42_792.jpg,19.43279,0,0.4350094,0
recovery\IMG\center_2018_04_19_20_38_42_896.jpg,recovery\IMG\left_2018_04_19_20_38_42_896.jpg,recovery\IMG\right_2018_04_19_20_38_42_896.jpg,19.41725,0,0.1143672,0
recovery\IMG\center_2018_04_19_20_38_42_973.jpg,recovery\IMG\left_2018_04_19_20_38_42_973.jpg,recovery\IMG\right_2018_04_19_20_38_42_973.jpg,19.26746,0,0,0
recovery\IMG\center_2018_04_19_20_38_43_073.jpg,recovery\IMG\left_2018_04_19_20_38_43_073.jpg,recovery\IMG\right_2018_04_19_20_38_43_073.jpg,19.07149,0,0,0
recovery\IMG\center_2018_04_19_20_38_43_176.jpg,recovery\IMG\left_2018_04_19_20_38_43_176.jpg,recovery\IMG\right_2018_04_19_20_38_43_176.jpg,18.8804,0,0,0
recovery\IMG\center_2018_04_19_20_38_43_264.jpg,recovery\IMG\left_2018_04_19_20_38_43_264.jpg,recovery\IMG\right_2018_04_19_20_38_43_264.jpg,18.71095,-0.2,0,0
recovery\IMG\center_2018_04_19_20_38_43_358.jpg,recovery\IMG\left_2018_04_19_20_38_43_358.jpg,recovery\IMG\right_2018_04_19_20_38_43_358.jpg,18.51862,0,0,0
recovery\IMG\center_2018_04_19_20_38_43_470.jpg,recovery\IMG\left_2018_04_19_20_38_43_470.jpg,recovery\IMG\right_2018_04_19_20_38_43_470.jpg,18.29027,0,0,0
recovery\IMG\center_2018_04_19_20_38_43_564.jpg,recovery\IMG\left_2018_04_19_20_38_43_564.jpg,recovery\IMG\right_2018_04_19_20_38_43_564.jpg,18.14026,0,0,0
recovery\IMG\center_2018_04_19_20_38_43_661.jpg,recovery\IMG\left_2018_04_19_20_38_43_661.jpg,recovery\IMG\right_2018_04_19_20_38_43_661.jpg,17.95594,0,0,0
recovery\IMG\center_2018_04_19_20_38_43_749.jpg,recovery\IMG\left_2018_04_19_20_38_43_749.jpg,recovery\IMG\right_2018_04_19_20_38_43_749.jpg,17.7745,0,0,0
recovery\IMG\center_2018_04_19_20_38_43_845.jpg,recovery\IMG\left_2018_04_19_20_38_43_845.jpg,recovery\IMG\right_2018_04_19_20_38_43_845.jpg,17.6156,-0.2,0,0
recovery\IMG\center_2018_04_19_20_38_43_943.jpg,recovery\IMG\left_2018_04_19_20_38_43_943.jpg,recovery\IMG\right_2018_04_19_20_38_43_943.jpg,17.3631,-0.45,0,0
recovery\IMG\center_2018_04_19_20_38_44_039.jpg,recovery\IMG\left_2018_04_19_20_38_44_039.jpg,recovery\IMG\right_2018_04_19_20_38_44_039.jpg,17.15686,-0.2923158,0,0
recovery\IMG\center_2018_04_19_20_38_44_138.jpg,recovery\IMG\left_2018_04_19_20_38_44_138.jpg,recovery\IMG\right_2018_04_19_20_38_44_138.jpg,16.99862,-0.003489673,0,0
recovery\IMG\center_2018_04_19_20_38_44_238.jpg,recovery\IMG\left_2018_04_19_20_38_44_238.jpg,recovery\IMG\right_2018_04_19_20_38_44_238.jpg,16.79476,0,0,0
recovery\IMG\center_2018_04_19_20_38_44_332.jpg,recovery\IMG\left_2018_04_19_20_38_44_332.jpg,recovery\IMG\right_2018_04_19_20_38_44_332.jpg,16.62401,0,0,0
recovery\IMG\center_2018_04_19_20_38_44_419.jpg,recovery\IMG\left_2018_04_19_20_38_44_419.jpg,recovery\IMG\right_2018_04_19_20_38_44_419.jpg,16.48728,0,0,0
recovery\IMG\center_2018_04_19_20_38_44_512.jpg,recovery\IMG\left_2018_04_19_20_38_44_512.jpg,recovery\IMG\right_2018_04_19_20_38_44_512.jpg,16.32009,0,0,0
recovery\IMG\center_2018_04_19_20_38_44_618.jpg,recovery\IMG\left_2018_04_19_20_38_44_618.jpg,recovery\IMG\right_2018_04_19_20_38_44_618.jpg,16.1527,0,0,0
recovery\IMG\center_2018_04_19_20_38_44_720.jpg,recovery\IMG\left_2018_04_19_20_38_44_720.jpg,recovery\IMG\right_2018_04_19_20_38_44_720.jpg,15.98912,0,0,0
recovery\IMG\center_2018_04_19_20_38_44_814.jpg,recovery\IMG\left_2018_04_19_20_38_44_814.jpg,recovery\IMG\right_2018_04_19_20_38_44_814.jpg,15.82479,0,0,0
recovery\IMG\center_2018_04_19_20_38_44_889.jpg,recovery\IMG\left_2018_04_19_20_38_44_889.jpg,recovery\IMG\right_2018_04_19_20_38_44_889.jpg,15.69518,0,0,0
recovery\IMG\center_2018_04_19_20_38_44_978.jpg,recovery\IMG\left_2018_04_19_20_38_44_978.jpg,recovery\IMG\right_2018_04_19_20_38_44_978.jpg,15.56656,0,0,0
recovery\IMG\center_2018_04_19_20_38_45_076.jpg,recovery\IMG\left_2018_04_19_20_38_45_076.jpg,recovery\IMG\right_2018_04_19_20_38_45_076.jpg,15.4082,0,0,0
recovery\IMG\center_2018_04_19_20_38_45_169.jpg,recovery\IMG\left_2018_04_19_20_38_45_169.jpg,recovery\IMG\right_2018_04_19_20_38_45_169.jpg,15.28188,0,0,0
recovery\IMG\center_2018_04_19_20_38_45_263.jpg,recovery\IMG\left_2018_04_19_20_38_45_263.jpg,recovery\IMG\right_2018_04_19_20_38_45_263.jpg,15.12461,0,0,0
recovery\IMG\center_2018_04_19_20_39_14_720.jpg,recovery\IMG\left_2018_04_19_20_39_14_720.jpg,recovery\IMG\right_2018_04_19_20_39_14_720.jpg,7.780095,0,0,0
recovery\IMG\center_2018_04_19_20_39_14_839.jpg,recovery\IMG\left_2018_04_19_20_39_14_839.jpg,recovery\IMG\right_2018_04_19_20_39_14_839.jpg,7.679594,0,0,0
recovery\IMG\center_2018_04_19_20_39_14_932.jpg,recovery\IMG\left_2018_04_19_20_39_14_932.jpg,recovery\IMG\right_2018_04_19_20_39_14_932.jpg,7.596673,0,0,0
recovery\IMG\center_2018_04_19_20_39_15_012.jpg,recovery\IMG\left_2018_04_19_20_39_15_012.jpg,recovery\IMG\right_2018_04_19_20_39_15_012.jpg,7.530932,0,0,0
recovery\IMG\center_2018_04_19_20_39_15_108.jpg,recovery\IMG\left_2018_04_19_20_39_15_108.jpg,recovery\IMG\right_2018_04_19_20_39_15_108.jpg,7.449495,0,0,0
recovery\IMG\center_2018_04_19_20_39_15_192.jpg,recovery\IMG\left_2018_04_19_20_39_15_192.jpg,recovery\IMG\right_2018_04_19_20_39_15_192.jpg,7.384933,0,0,0
recovery\IMG\center_2018_04_19_20_39_15_288.jpg,recovery\IMG\left_2018_04_19_20_39_15_288.jpg,recovery\IMG\right_2018_04_19_20_39_15_288.jpg,7.622502,-0.25,0.2862088,0
recovery\IMG\center_2018_04_19_20_39_15_383.jpg,recovery\IMG\left_2018_04_19_20_39_15_383.jpg,recovery\IMG\right_2018_04_19_20_39_15_383.jpg,8.064964,-0.45,0.5754685,0
recovery\IMG\center_2018_04_19_20_39_15_480.jpg,recovery\IMG\left_2018_04_19_20_39_15_480.jpg,recovery\IMG\right_2018_04_19_20_39_15_480.jpg,8.931798,-0.7,0.8646526,0
recovery\IMG\center_2018_04_19_20_39_15_573.jpg,recovery\IMG\left_2018_04_19_20_39_15_573.jpg,recovery\IMG\right_2018_04_19_20_39_15_573.jpg,9.913249,-0.9500002,1,0
recovery\IMG\center_2018_04_19_20_39_15_669.jpg,recovery\IMG\left_2018_04_19_20_39_15_669.jpg,recovery\IMG\right_2018_04_19_20_39_15_669.jpg,10.9094,-1,1,0
recovery\IMG\center_2018_04_19_20_39_15_764.jpg,recovery\IMG\left_2018_04_19_20_39_15_764.jpg,recovery\IMG\right_2018_04_19_20_39_15_764.jpg,11.79417,-1,1,0
recovery\IMG\center_2018_04_19_20_39_15_859.jpg,recovery\IMG\left_2018_04_19_20_39_15_859.jpg,recovery\IMG\right_2018_04_19_20_39_15_859.jpg,12.3352,-0.715255,0.715255,0
recovery\IMG\center_2018_04_19_20_39_15_956.jpg,recovery\IMG\left_2018_04_19_20_39_15_956.jpg,recovery\IMG\right_2018_04_19_20_39_15_956.jpg,13.11775,-0.4366631,0.4366631,0
recovery\IMG\center_2018_04_19_20_39_16_045.jpg,recovery\IMG\left_2018_04_19_20_39_16_045.jpg,recovery\IMG\right_2018_04_19_20_39_16_045.jpg,13.22618,-0.1711497,0.1711497,0
recovery\IMG\center_2018_04_19_20_39_16_129.jpg,recovery\IMG\left_2018_04_19_20_39_16_129.jpg,recovery\IMG\right_2018_04_19_20_39_16_129.jpg,12.91613,0,0,0
recovery\IMG\center_2018_04_19_20_39_16_212.jpg,recovery\IMG\left_2018_04_19_20_39_16_212.jpg,recovery\IMG\right_2018_04_19_20_39_16_212.jpg,12.93244,0,0,0
recovery\IMG\center_2018_04_19_20_39_16_295.jpg,recovery\IMG\left_2018_04_19_20_39_16_295.jpg,recovery\IMG\right_2018_04_19_20_39_16_295.jpg,12.7712,0,0,0
recovery\IMG\center_2018_04_19_20_39_16_387.jpg,recovery\IMG\left_2018_04_19_20_39_16_387.jpg,recovery\IMG\right_2018_04_19_20_39_16_387.jpg,12.87208,0,0.2497138,0
recovery\IMG\center_2018_04_19_20_39_16_487.jpg,recovery\IMG\left_2018_04_19_20_39_16_487.jpg,recovery\IMG\right_2018_04_19_20_39_16_487.jpg,13.4866,0,0.5417165,0
recovery\IMG\center_2018_04_19_20_39_16_560.jpg,recovery\IMG\left_2018_04_19_20_39_16_560.jpg,recovery\IMG\right_2018_04_19_20_39_16_560.jpg,13.90529,0,0.7831936,0
recovery\IMG\center_2018_04_19_20_39_16_628.jpg,recovery\IMG\left_2018_04_19_20_39_16_628.jpg,recovery\IMG\right_2018_04_19_20_39_16_628.jpg,14.54435,0,0.9891021,0
recovery\IMG\center_2018_04_19_20_39_16_708.jpg,recovery\IMG\left_2018_04_19_20_39_16_708.jpg,recovery\IMG\right_2018_04_19_20_39_16_708.jpg,15.87214,0,1,0
recovery\IMG\center_2018_04_19_20_39_16_789.jpg,recovery\IMG\left_2018_04_19_20_39_16_789.jpg,recovery\IMG\right_2018_04_19_20_39_16_789.jpg,16.70657,0,1,0
recovery\IMG\center_2018_04_19_20_39_16_872.jpg,recovery\IMG\left_2018_04_19_20_39_16_872.jpg,recovery\IMG\right_2018_04_19_20_39_16_872.jpg,17.5327,0,1,0
recovery\IMG\center_2018_04_19_20_39_16_941.jpg,recovery\IMG\left_2018_04_19_20_39_16_941.jpg,recovery\IMG\right_2018_04_19_20_39_16_941.jpg,17.9621,0,1,0
recovery\IMG\center_2018_04_19_20_39_17_042.jpg,recovery\IMG\left_2018_04_19_20_39_17_042.jpg,recovery\IMG\right_2018_04_19_20_39_17_042.jpg,19.13393,0.25,1,0
recovery\IMG\center_2018_04_19_20_39_17_118.jpg,recovery\IMG\left_2018_04_19_20_39_17_118.jpg,recovery\IMG\right_2018_04_19_20_39_17_118.jpg,19.85477,0.45,1,0
recovery\IMG\center_2018_04_19_20_39_17_198.jpg,recovery\IMG\left_2018_04_19_20_39_17_198.jpg,recovery\IMG\right_2018_04_19_20_39_17_198.jpg,20.4462,0.2861229,0.7606038,0
recovery\IMG\center_2018_04_19_20_39_17_268.jpg,recovery\IMG\left_2018_04_19_20_39_17_268.jpg,recovery\IMG\right_2018_04_19_20_39_17_268.jpg,20.83093,0.07160575,0.5460867,0
recovery\IMG\center_2018_04_19_20_39_17_367.jpg,recovery\IMG\left_2018_04_19_20_39_17_367.jpg,recovery\IMG\right_2018_04_19_20_39_17_367.jpg,20.86205,0,0.2509587,0
recovery\IMG\center_2018_04_19_20_39_17_435.jpg,recovery\IMG\left_2018_04_19_20_39_17_435.jpg,recovery\IMG\right_2018_04_19_20_39_17_435.jpg,20.9346,0,0.04784708,0
recovery\IMG\center_2018_04_19_20_39_17_528.jpg,recovery\IMG\left_2018_04_19_20_39_17_528.jpg,recovery\IMG\right_2018_04_19_20_39_17_528.jpg,20.48179,0,0,0
recovery\IMG\center_2018_04_19_21_23_17_098.jpg,recovery\IMG\left_2018_04_19_21_23_17_098.jpg,recovery\IMG\right_2018_04_19_21_23_17_098.jpg,0.5743252,0,0,0
recovery\IMG\center_2018_04_19_21_23_17_215.jpg,recovery\IMG\left_2018_04_19_21_23_17_215.jpg,recovery\IMG\right_2018_04_19_21_23_17_215.jpg,0.557457,0,0,0
recovery\IMG\center_2018_04_19_21_23_17_335.jpg,recovery\IMG\left_2018_04_19_21_23_17_335.jpg,recovery\IMG\right_2018_04_19_21_23_17_335.jpg,0.5370548,-0.15,0,0
recovery\IMG\center_2018_04_19_21_23_17_469.jpg,recovery\IMG\left_2018_04_19_21_23_17_469.jpg,recovery\IMG\right_2018_04_19_21_23_17_469.jpg,0.3415364,-0.5000001,0.226346,0
recovery\IMG\center_2018_04_19_21_23_17_578.jpg,recovery\IMG\left_2018_04_19_21_23_17_578.jpg,recovery\IMG\right_2018_04_19_21_23_17_578.jpg,0.2488247,-0.7500002,0.5431932,0
recovery\IMG\center_2018_04_19_21_23_17_652.jpg,recovery\IMG\left_2018_04_19_21_23_17_652.jpg,recovery\IMG\right_2018_04_19_21_23_17_652.jpg,0.8726329,-0.9500002,0.7470912,0
recovery\IMG\center_2018_04_19_21_23_17_756.jpg,recovery\IMG\left_2018_04_19_21_23_17_756.jpg,recovery\IMG\right_2018_04_19_21_23_17_756.jpg,1.928218,-1,1,0
recovery\IMG\center_2018_04_19_21_23_17_870.jpg,recovery\IMG\left_2018_04_19_21_23_17_870.jpg,recovery\IMG\right_2018_04_19_21_23_17_870.jpg,3.218882,-1,1,0
recovery\IMG\center_2018_04_19_21_23_17_990.jpg,recovery\IMG\left_2018_04_19_21_23_17_990.jpg,recovery\IMG\right_2018_04_19_21_23_17_990.jpg,4.578996,-1,1,0
recovery\IMG\center_2018_04_19_21_23_18_101.jpg,recovery\IMG\left_2018_04_19_21_23_18_101.jpg,recovery\IMG\right_2018_04_19_21_23_18_101.jpg,5.914858,-1,1,0
recovery\IMG\center_2018_04_19_21_23_18_222.jpg,recovery\IMG\left_2018_04_19_21_23_18_222.jpg,recovery\IMG\right_2018_04_19_21_23_18_222.jpg,7.233171,-1,1,0
recovery\IMG\center_2018_04_19_21_23_18_299.jpg,recovery\IMG\left_2018_04_19_21_23_18_299.jpg,recovery\IMG\right_2018_04_19_21_23_18_299.jpg,7.907089,-1,0.776039,0
recovery\IMG\center_2018_04_19_21_23_18_410.jpg,recovery\IMG\left_2018_04_19_21_23_18_410.jpg,recovery\IMG\right_2018_04_19_21_23_18_410.jpg,8.493003,-0.6606805,0.4367195,0
recovery\IMG\center_2018_04_19_21_23_18_521.jpg,recovery\IMG\left_2018_04_19_21_23_18_521.jpg,recovery\IMG\right_2018_04_19_21_23_18_521.jpg,8.705625,-0.3253087,0.1013477,0
recovery\IMG\center_2018_04_19_21_23_18_596.jpg,recovery\IMG\left_2018_04_19_21_23_18_596.jpg,recovery\IMG\right_2018_04_19_21_23_18_596.jpg,8.649198,-0.1046322,0,0
recovery\IMG\center_2018_04_19_21_23_18_720.jpg,recovery\IMG\left_2018_04_19_21_23_18_720.jpg,recovery\IMG\right_2018_04_19_21_23_18_720.jpg,8.495292,-0.4546322,0,0
recovery\IMG\center_2018_04_19_21_23_18_829.jpg,recovery\IMG\left_2018_04_19_21_23_18_829.jpg,recovery\IMG\right_2018_04_19_21_23_18_829.jpg,8.448666,-0.4289154,0,0
recovery\IMG\center_2018_04_19_21_23_18_953.jpg,recovery\IMG\left_2018_04_19_21_23_18_953.jpg,recovery\IMG\right_2018_04_19_21_23_18_953.jpg,8.336473,-0.06141569,0,0
recovery\IMG\center_2018_04_19_21_23_19_020.jpg,recovery\IMG\left_2018_04_19_21_23_19_020.jpg,recovery\IMG\right_2018_04_19_21_23_19_020.jpg,8.259308,-0.2614157,0,0
recovery\IMG\center_2018_04_19_21_23_19_143.jpg,recovery\IMG\left_2018_04_19_21_23_19_143.jpg,recovery\IMG\right_2018_04_19_21_23_19_143.jpg,8.208485,-0.5614157,0.1705694,0
recovery\IMG\center_2018_04_19_21_23_19_264.jpg,recovery\IMG\left_2018_04_19_21_23_19_264.jpg,recovery\IMG\right_2018_04_19_21_23_19_264.jpg,8.605652,-0.8614158,0.5339982,0
recovery\IMG\center_2018_04_19_21_23_19_391.jpg,recovery\IMG\left_2018_04_19_21_23_19_391.jpg,recovery\IMG\right_2018_04_19_21_23_19_391.jpg,9.264212,-1,0.5291666,0
recovery\IMG\center_2018_04_19_21_23_19_522.jpg,recovery\IMG\left_2018_04_19_21_23_19_522.jpg,recovery\IMG\right_2018_04_19_21_23_19_522.jpg,9.580935,-0.610105,0.1392716,0
recovery\IMG\center_2018_04_19_21_23_19_596.jpg,recovery\IMG\left_2018_04_19_21_23_19_596.jpg,recovery\IMG\right_2018_04_19_21_23_19_596.jpg,9.542465,-0.3849868,0,0
recovery\IMG\center_2018_04_19_21_23_19_718.jpg,recovery\IMG\left_2018_04_19_21_23_19_718.jpg,recovery\IMG\right_2018_04_19_21_23_19_718.jpg,9.380968,-0.02200961,0,0
recovery\IMG\center_2018_04_19_21_23_19_862.jpg,recovery\IMG\left_2018_04_19_21_23_19_862.jpg,recovery\IMG\right_2018_04_19_21_23_19_862.jpg,9.2391,0,0,0
recovery\IMG\center_2018_04_19_21_23_19_930.jpg,recovery\IMG\left_2018_04_19_21_23_19_930.jpg,recovery\IMG\right_2018_04_19_21_23_19_930.jpg,9.176199,-0.15,0,0
recovery\IMG\center_2018_04_19_21_23_20_044.jpg,recovery\IMG\left_2018_04_19_21_23_20_044.jpg,recovery\IMG\right_2018_04_19_21_23_20_044.jpg,9.108828,-0.45,0.1563567,0
recovery\IMG\center_2018_04_19_21_23_20_124.jpg,recovery\IMG\left_2018_04_19_21_23_20_124.jpg,recovery\IMG\right_2018_04_19_21_23_20_124.jpg,9.334362,-0.6500001,0.3968948,0
recovery\IMG\center_2018_04_19_21_23_20_249.jpg,recovery\IMG\left_2018_04_19_21_23_20_249.jpg,recovery\IMG\right_2018_04_19_21_23_20_249.jpg,10.00181,-0.9500002,0.7670681,0
recovery\IMG\center_2018_04_19_21_23_20_317.jpg,recovery\IMG\left_2018_04_19_21_23_20_317.jpg,recovery\IMG\right_2018_04_19_21_23_20_317.jpg,10.47111,-0.7938721,0.5609403,0
recovery\IMG\center_2018_04_19_21_23_20_397.jpg,recovery\IMG\left_2018_04_19_21_23_20_397.jpg,recovery\IMG\right_2018_04_19_21_23_20_397.jpg,10.74325,-0.5529505,0.3200186,0
recovery\IMG\center_2018_04_19_21_23_20_506.jpg,recovery\IMG\left_2018_04_19_21_23_20_506.jpg,recovery\IMG\right_2018_04_19_21_23_20_506.jpg,10.75007,-0.2222717,0,0
recovery\IMG\center_2018_04_19_21_23_20_639.jpg,recovery\IMG\left_2018_04_19_21_23_20_639.jpg,recovery\IMG\right_2018_04_19_21_23_20_639.jpg,10.57168,0,0,0
recovery\IMG\center_2018_04_19_21_23_20_721.jpg,recovery\IMG\left_2018_04_19_21_23_20_721.jpg,recovery\IMG\right_2018_04_19_21_23_20_721.jpg,10.48643,0,0,0
